Year,Minister,Speech,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"179.        To further extend our efforts towards the unorganised labour force  migrant workers particularly,  I propose to launch a portal that will collect relevant information on gig, building, and construction-workers among others. This will help formulate Health, Housing, Skill, Insurance, Credit, and food schemes for migrant workers.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"180.        We will conclude a process that began 20 years ago, with the implementation of the 4 labour codes. For the first time globally, social security benefits will extend to gig and platform workers. Minimum wages will apply to all categories of workers, and they will all be covered by the Employees State Insurance Corporation. Women will be allowed to work in all categories and also in the night-shifts with adequate protection. At the same time, compliance burden on employers will be reduced with single registration and licensing, and online returns.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,181.       Financial Inclusion,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"182.        To further facilitate credit flow under the scheme of Stand Up India for SCs, STs, and women, I propose to reduce the margin money requirement from 25% to 15%, and to also include loans for activities allied to agriculture.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"183.        We have taken a number of steps to support the MSME sector. In this Budget, I have provided `15,700 crores to this sector, more than double of this year’s BE. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,184.       Reinvigorating Human Capital,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,185.        The National Education Policy (NEP) announced recently has had good reception.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,186.       School Education,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"187.        More than 15,000 schools will be qualitatively strengthened to include all components of the National Education Policy. They shall emerge as exemplar schools in their regions, handholding and mentoring other schools to achieve the ideals of the Policy.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,188.        100 new Sainik Schools will be set up in partnership with NGOs/private schools/states.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,189.       Higher Education,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"190.        In Budget 2019-20, I had mentioned about the setting-up of Higher Education Commission of India. We would be introducing Legislation this year to implement the same. It will be an umbrella body having 4 separate vehicles for standard-setting, accreditation, regulation, and funding.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"191.        Many of our cities have various research institutions, universities, and colleges supported by the Government of India. Hyderabad for example, has about 40 such major institutions. In 9 such cities, we will create formal umbrella structures so that these institutions can have better synergy, while also retaining their internal autonomy. A Glue Grant will be set aside for this purpose.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"192.        For accessible higher education in Ladakh, I propose to set up a Central University in Leh. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,193.        The other important projects to be taken up as part of NEP are listed at Annexure V.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,194.       Scheduled Castes and Scheduled Tribes Welfare,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"195.        We have set ourselves a target of establishing 750 Eklavya model residential schools in our tribal areas. I propose to increase the unit cost of each such school from `20 crores to `38 crores, and for hilly and difficult areas, to `48 crores. This would help in creating robust infrastructure facilities for our tribal students.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"196.        We have revamped the Post Matric Scholarship Scheme, for the welfare of Scheduled Castes. I have also enhanced the Central Assistance in this regard. We are allotting ` 35,219 crores for 6 years till 2025-2026, to benefit 4 crores SC students.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,197.       Skilling,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"198.        In 2016, we had launched the National Apprenticeship Promotion Scheme. The Government proposes to amend the Apprenticeship Act with a view to further enhancing apprenticeship opportunities for our youth. We will realign the existing scheme of National Apprenticeship Training Scheme (NATS) for providing post-education apprenticeship, training of graduates and diploma holders in Engineering. Over `3,000 crores will be provided for this.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"199.        An initiative is underway, in partnership with the United Arab Emirates (UAE), to benchmark skill qualifications, assessment, and certification, accompanied by the deployment of certified workforce. We also have a collaborative Training Inter Training Programme (TITP) between India and Japan to facilitate transfer of Japanese industrial and vocational skills, technique, and knowledge.  We will take forward this initiative with many more countries.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,200.       Innovation and R&D,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"201.        In my Budget Speech of July 2019, I had announced the National Research Foundation. We have now worked out the modalities and the NRF outlay will be of `50,000 crores, over 5 years. It will ensure that the overall research ecosystem of the country is strengthened with focus on identified national-priority thrust areas.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"202.        There has been a manifold increase in digital payments in the recent past. To give a further boost to digital transactions, I earmark `1,500 crores for a proposed scheme that will provide financial incentive to promote digital modes of payment.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,203.        We will undertake a new initiative – National Language Translation Mission (NTLM). This will enable the wealth of governance-and-policy related knowledge on the Internet being made available in major Indian languages.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"204.        The New Space India Limited (NSIL), a PSU under the Department of Space will execute the PSLV-CS51 launch, carrying the Amazonia Satellite from Brazil, along with a few smaller Indian satellites.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"205.        As part of the Gaganyaan mission activities, four Indian astronauts are being trained on Generic Space Flight aspects, in Russia. The first unmanned launch is slated for December 2021.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"206.        Our oceans are a storehouse of living and non-living resources. To better understand this realm, we will launch a Deep Ocean Mission with a budget outlay of more than `4,000 crores, over five years. This Mission will cover deep ocean survey exploration and projects for the conservation of deep sea bio-diversity. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"207.       Minimum Government, Maximum Governance",,,,,
2021-22,Nirmala Sitharaman,"208.        Speaker Sir, I now come to the last of the six pillars. This will outline plans for reforms in one of our core principles of minimum government, maximum governance.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"209.        We have taken a number of steps to bring reforms in Tribunals in the last few years for speedy delivery of justice. Continuing with the reforms process, Inow  propose to take further measures to rationalize the functioning of Tribunals.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"210.        We have introduced the National Commission for Allied Healthcare Professionals Bill in Parliament, with a view to ensure transparent and efficient regulation of the 56 allied healthcare professions. Additionally, to bring about transparency, efficiency and governance reforms in the nursing profession, The National Nursing and Midwifery Commission Bill will be introduced by the government for passing.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"211.        To have ease of doing business for those who deal with Government or CPSEs, and carry out contracts, I propose to set up a Conciliation Mechanism and mandate its use for quick resolution of contractual disputes. This will instil confidence in private investors and contractors.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"212.        The forthcoming Census could be the first digital census in the history of India. For this monumental and milestone-marking task, I have allocated `3,768 crores in the year 2021-2022.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"213.        Goa is celebrating the diamond jubilee year of the state’s liberation from Portuguese rule. From the GoI’s side, I propose a grant of `300 crores to the Government of Goa for the celebrations.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"214.        I propose to provide `1,000 crores for the welfare of Tea workers especially women and their children in Assam and West Bengal. A special scheme will be devised for the same.",,,,,
2021-22,Nirmala Sitharaman,215.        ,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,216.       Fiscal Position,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"217.        In these last few paragraphs of Part A of my speech, I draw the attention of this august House to the fact that, at the beginning of the current Financial Year, the pandemic’s impact on the economy resulted in a weak revenue inflow. This was combined with high expenditure to provide essential relief to vulnerable sections of the society especially the poor, women, SCs and STs.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"218.         Unlike many other countries, we opted for a series of medium-sized packages during the pandemic so that we could calibrate and target our response according to an evolving situation. Once the health situation stabilised, and the lockdown was being slowly lifted, we switched to ramping up Government spending so as to revive domestic demand. As a result, against an original BE expenditure of `30.42 lakh crores for 2020-2021, our RE estimates are `34.50 lakh crores. We have maintained the quality of expenditure. The capital expenditure, estimated in RE is `4.39 lakh crores in 2020-2021 as against `4.12 lakh crores in BE 2020-21.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"219.        The fiscal deficit in RE 2020-21 is pegged at 9.5% of GDP. We have funded this through Government borrowings, multilateral borrowings, Small Saving Funds and short term borrowings. We would need another ` 80,000 crores for which we would be approaching the markets in these 2 months. To ensure that the economy is given the required push, our BE estimates for expenditure in 2021-2022, are `34.83lakh crores. This includes `5.54lakh crores as capital expenditure, an increase of 34.5% over the BE figure of 2020-2021. The fiscal deficit in BE 2021-2022 is estimated to be 6.8% of GDP. The gross borrowing from the market for the next year would be around `12 lakh crores. We plan to continue with our path of fiscal consolidation, and intend to reach a fiscal deficit level below 4.5% of GDP by 2025-2026 with a fairly steady decline over the period. We hope to achieve the consolidation by first, increasing the buoyancy of tax revenue through improved compliance, and secondly, by increased receipts from monetisation of assets, including Public Sector Enterprises and land. The Contingency Fund of India is being proposed to be augmented from `500 crores to `30,000 crores through Finance Bill.",,,,,
2021-22,Nirmala Sitharaman,220.        ,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"221.        In accordance with the views of the 15th Finance Commission, we are allowing a normal ceiling of net borrowing for the states at 4% of GSDP for the year 2021-2022. A portion of this ceiling will be earmarked to be spent on incremental capital expenditure. Additional borrowing ceiling of 0.5% of GSDP will also be provided subject to conditions. States will be expected to reach a fiscal deficit of 3% of GSDP by 2023-24, as recommended by the 15th Finance Commission.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"222.         In the July 2019-2020 Budget, I introduced the Statement 27 on Extra Budgetary Resources – it disclosed the borrowings of Government agencies that went towards funding GoI schemes, and whose repayment burden was on the Government. In my 2020-2021 Budget, I enhanced the scope and coverage of the Statement, by including the loans provided by Government to the FCI. Taking a step further in this direction, I   propose to discontinue the NSSF Loan to FCI for Food Subsidy and accordingly Budget Provisions have been made in RE 2020-21 and BE 2021-22. The Extra Budgetary Resources details are at Annexure VI.",,,,,
2021-22,Nirmala Sitharaman,223.        We know that the FRBM Act mandates fiscal deficit of 3% of GDP to be achieved by 31st March 2020-2021. The effect of this year’s unforeseen and unprecedented circumstances has necessitated the submission of a deviation statement under Sections 4 (5) and 7 (3) (b) of the FRBM Act which I am laying on the Table of the House as part of the FRBM Documents.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,224.        Towards achieving Central Government fiscal deficit along the broad path that I have already indicated; I will be introducing an amendment to the FRBM Act.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"225.        On 9th December 2020, the 15th Finance Commission submitted its final report, covering the period 2021-2026 to the Rashtrapatiji. The Government has laid the Commission’s report, along with the explanatory memorandum in the Parliament retaining the vertical shares of the states at 41%. We recognise our commitment to fiscal federalism and propose therefore to adhere to this recommendation. Jammu and Kashmir in the 14th Finance Commission was entitled to get devolution being a State. Now, the funds to the UTs of Jammu and Kashmir and Ladakh would be provided by the Centre.I have also provided, on the Commission’s recommendation, `1,18,452crores as Revenue Deficit Grant to 17 states in 2021-2022, as against `74,340 crores to 14 States in 2020-2021. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"a.     I would, now, move to Part B of my speech.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,226.  PART B,,,,,
2021-22,Nirmala Sitharaman,"227.        Honourable Speaker, the world is facing a serious challenge of the pandemic and its aftershock. In these trying times, when many economies are struggling to revive, our people and our industry have exhibited remarkable resilience.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"228.        As I mentioned already, post-pandemic, a new world order seems to be emerging, one in which Asia is poised to occupy a prominent position and India will have a leading role therein.  In this scenario, our tax system has to be transparent, efficient, and should promote investments and employment in our country. At the same time it should put minimum burden on our tax payers. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,a.    இயற்றலும் ஈட்டலுங் காத்தலும் காத்த,,,,,
2021-22,Nirmala Sitharaman,வகுத்தலும் வல்ல தரசு.,,,,,
2021-22,Nirmala Sitharaman,229.         திருக்குறள்385,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"a.     A King/Ruler is the one who creates and acquires wealth, protects and distributes it for common good.",,,,,
2021-22,Nirmala Sitharaman,230.       Thirukkural 385,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,231.       Direct Tax Proposals,,,,,
2021-22,Nirmala Sitharaman,"232.        Keeping this in mind, our Government introduced a series of reforms in the Direct tax system for the benefit of our taxpayers and economy.  Few months prior to the pandemic,  in order to attract investments  we slashed our Corporate tax rate to make it among the lowest in the world. The Dividend Distribution Tax too was abolished. The burden of taxation on small taxpayers was eased by increasing rebates. In 2020, the return filers saw a dramatic increase to 6.48crorefrom 3.31 crorein 2014.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"233.       In the Direct Tax administration, we had recently introduced the Faceless Assessment and Faceless Appeal. I now seek to take further steps to simplify the tax administration, ease compliance, and reduce litigation.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,234.       Relief to Senior Citizens,,,,,
2021-22,Nirmala Sitharaman,"235.        I begin my direct tax proposals by offering my pranaam to our senior citizens. Many of them, despite having foregone several basic necessities of their own, have strived to build our nation.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"236.        Now in the 75th year of Independence of our country, when we continue our  endeavour with renewed vigour, we shall reduce compliance burden on our senior citizens who are 75 years of age and above. For senior citizens who only have pension and interest income, I propose exemption from filing their income tax returns. The paying bank will deduct the necessary tax on their income.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,237.       Reduction in Time for Income Tax Proceedings,,,,,
2021-22,Nirmala Sitharaman,"238.        Honourable Speaker, presently, an assessment can be re-opened up to 6 years and in serious tax fraud cases for up to 10 years. As a result, taxpayers have to remain under uncertainty for a long time.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"239.        I therefore propose to reduce this time-limit for re-opening of assessment to 3 years from the present 6 years. In serious tax evasion cases too, only where there is evidence of concealment of income of `50 lakh or more in a year, can the assessment be re-opened up to 10 years. Even this reopening can be done only after the approval of the Principal Chief Commissioner, the highest level of the Income Tax Department.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,240.       Setting up the Dispute Resolution Committee,,,,,
2021-22,Nirmala Sitharaman,"241.        Honourable Speaker, it has been the resolve of this Government to reduce litigation, which mars the present taxation system.  ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"242.        The Government came out with the Direct Tax Vivad Se Vishwas Scheme to give taxpayers an opportunity to settle long pending disputes and be relieved of further strain on their time and resources. The response  from the taxpayers has been the best ever as  over 1 lakh ten thousand  taxpayers have already opted to settle tax disputes of over `85,000 croresunder this Scheme.",,,,,
2021-22,Nirmala Sitharaman,243.        ,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"244.        To further reduce litigation for small taxpayers, I propose to constitute a Dispute Resolution Committeefor them, which will be faceless to ensure efficiency, transparency and accountability. Anyone with a taxable income up to  `50 lakh and disputed income up to  `10 lakh shall be eligible to approach the Committee.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,245.       Faceless ITAT,,,,,
2021-22,Nirmala Sitharaman,"246.        For ease of compliance and to reduce discretion, we  are committed to make the taxation processes faceless. The Government has already introduced faceless assessment and appeal this year.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"247.        The next level of income tax appeal is the Income Tax Appellate Tribunal.  I now propose to make this Tribunal faceless. We shall establish a National Faceless Income Tax Appellate Tribunal Centre. All communication between the Tribunal and the appellant shall be electronic. Where personal hearing is needed, it shall be done through video-conferencing.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,248.       Relaxation to NRI,,,,,
2021-22,Nirmala Sitharaman,"249.        When Non-Resident Indians return to India, they have issues with respect to their accrued incomes in their foreign retirement accounts. This is usually due to a mismatch in taxation periods.  They also face difficulties in getting credit for Indian taxes in foreign jurisdictions. I propose to notify rules for removing their hardship of double taxation.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,250.       Exemption from Audit,,,,,
2021-22,Nirmala Sitharaman,"251.        Currently, if your turnover exceeds  `1 crore, you have to get your accounts audited. In the February 2020 Budget, I had increased the limit for tax audit to  `5 crore for those who carry out 95% of their transactions digitally. To further incentivise digital transactions and reduce compliance burden, I propose to increase this limit for tax audit for such persons from  `5 crore to  `10 crore.",,,,,
2021-22,Nirmala Sitharaman,252.       Relief for Dividend,,,,,
2021-22,Nirmala Sitharaman,"253.        In the previous Budget, I had abolished the Dividend Distribution Tax (DDT) in order to incentivise investment. Dividend was made taxable in the hands of shareholders. Now, in order to provide ease of compliance, I propose to make dividend payment to REIT/ InvIT exempt from TDS. Further, as the amount of dividend income cannot be estimated correctly by the shareholders for paying advance tax, I propose to provide that advance tax liability on dividend income shall arise only after the declaration/payment of dividend. Also, for Foreign Portfolio Investors, I propose to enable deduction of tax on dividend income at lower treaty rate. ",,,,,
2021-22,Nirmala Sitharaman,254.       Attracting foreign investment into infrastructure sector,,,,,
2021-22,Nirmala Sitharaman,"255.        In the last budget, for attracting foreign investment in the infrastructure sector, we had granted 100% tax exemption, subject to certain conditions, to foreign Sovereign Wealth Funds and Pension Funds, on their income from investment in Indian infrastructure. We have noticed that few of such Funds are facing difficulties in meeting some of these conditions. In order to ensure that a large number of Funds invest in India, I propose to relax some of these conditions relating to prohibition on private funding, restriction on commercial activities, and direct investment in infrastructure.    ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"256.        In order to allow funding of infrastructure by issue of Zero Coupon Bonds, I propose to make notified Infrastructure Debt Funds eligible to raise funds by issuing tax efficient Zero Coupon Bonds. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,257.       Affordable Housing/Rental Housing,,,,,
2021-22,Nirmala Sitharaman,"258.        This Government sees ‘Housing for All’ and affordable housing as priority areas. In the July 2019 Budget, I provided an additional deduction of interest, amounting to  `1.5 lakh, for loan taken to purchase an affordable house. I propose to extend the eligibility of this deduction by one more year, to 31st March 2022. The additional deduction of  `1.5 lakh shall therefore be available for loans taken up till 31st March 2022, for the purchase of an affordable house.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"259.        Further, to keep up the supply of affordable houses, I propose that affordable housing projects can avail a tax holiday for one more year – till 31st March, 2022.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"260.        We are committed to promote supply of Affordable Rental Housing for migrant workers. For this, I propose to allow  tax exemption for notified Affordable Rental Housing Projects. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,261.       Tax incentives to IFSC,,,,,
2021-22,Nirmala Sitharaman,"262.        As I mentioned in Part A of this speech, the Government is committed to make the International Financial Services Centre (IFSC) in GIFT City a global financial hub. In addition to the tax incentives already provided, I propose to include, among others, tax holiday for capital gains for aircraft leasing companies, tax exemption for aircraft lease rentals paid to foreign lessors; tax incentive for relocating foreign funds in the IFSC; and to  allow tax exemption to the investment division of foreign banks located in IFSC. ",,,,,
2021-22,Nirmala Sitharaman,263.       Pre-filling of Returns,,,,,
2021-22,Nirmala Sitharaman,"264.        Honourable Speaker, in order to ease compliance for the taxpayer, details of salary income, tax payments, TDS, etc. already come pre-filled in income tax returns. To further ease filing of returns, details of capital gains from listed securities, dividend income, and interest from banks, post office, etc. will also be pre-filled.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,265.       Relief to Small Trusts,,,,,
2021-22,Nirmala Sitharaman,"266.        We hope to reduce compliance burden on small  charitable trusts running  educational institutions and hospitals. So far, there is a blanket exemption to such entities, whose annual receipt does not exceed ",,,,,
2021-22,Nirmala Sitharaman,`1 crore. I now propose to increase this amount to  `5 crore.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,267.        Labour Welfare,,,,,
2021-22,Nirmala Sitharaman,"268.        We have noticed that some employers deduct the contribution of employees towards  Provident funds, superannuation funds,  and other social security funds but do not deposit these contributions within the specified time. For the employees, this means a loss of interest or income. In cases where an employer later becomes financially unviable, non-deposit results in a permanent loss for the employees.",,,,,
2021-22,Nirmala Sitharaman,"269.        In order to ensure that employees’ contributions are deposited on time, I reiterate that the late deposit of employee’s contribution by the employer will not be allowed as deduction to the employer.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,270.       Incentives for Start-ups,,,,,
2021-22,Nirmala Sitharaman,"271.        In order to incentivise  start-ups in the country, I propose to extend the eligibility for claiming tax holiday for start-ups by one more year - till 31st March, 2022. Further, in order to incentivise funding of the start-ups, I propose to extend the capital gains exemption for investment in start-ups by one more year - till 31st March, 2022.",,,,,
2021-22,Nirmala Sitharaman,272.       Indirect Tax Proposals,,,,,
2021-22,Nirmala Sitharaman,273.       GST,,,,,
2021-22,Nirmala Sitharaman,"274.        Before I come to my Indirect Tax proposals, I would like to appraise the House on GST. The GST is now four years old, and we have taken several measures to further simplify it. Some of the measures include:",,,,,
2021-22,Nirmala Sitharaman,"275.        nil return through SMS, ",,,,,
2021-22,Nirmala Sitharaman,"276.        quarterly return and monthly payment for small taxpayers, ",,,,,
2021-22,Nirmala Sitharaman,"277.        electronic invoice system, ",,,,,
2021-22,Nirmala Sitharaman,"278.        validated input tax statement, ",,,,,
2021-22,Nirmala Sitharaman,"279.        pre-filled editable GST return, and ",,,,,
2021-22,Nirmala Sitharaman,280.        staggering of returns filing. ,,,,,
2021-22,Nirmala Sitharaman,281.        The capacity of GSTN system has also been enhanced.  We have also deployed deep analytics and Artificial Intelligence to identify tax evaders and fake billers and launched special drives against them. ,,,,,
2021-22,Nirmala Sitharaman,282.        The results speak for themselves. We have made record collections in the last few months.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"283.        The GST Council has painstakingly thrashed out thorny issues. As Chairperson of the Council, I want to assure the House that we shall take every possible measure to smoothen the GST further, and remove anomalies such as the inverted duty structure.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,284.       Custom Duty Rationalization,,,,,
2021-22,Nirmala Sitharaman,285.        Our Custom Duty Policy should have the twin objective of promoting domestic manufacturing and helping India get onto global value chain and export better. The thrust now has to be on easy access to raw materials and exports of value added products.,,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,"286.        Towards this, last year, we started overhauling the Customs Duty structure, eliminating 80 outdated exemptions.  I also thank everyone who responded overwhelmingly to a crowd-sourcing call for suggestions on this revamp. I now propose to review more than 400 old exemptions this year.  We will conduct this through extensive consultations, and from 1st October 2021, we will put in place a revised customs duty structure, free of distortions. I also propose that any new customs duty exemption henceforth will have validity up to the 31st March following two years from the date of its issue.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,287.       Electronic and Mobile Phone Industry,,,,,
2021-22,Nirmala Sitharaman,"288.        Domestic electronic manufacturing has grown rapidly. We are now exporting items like mobiles and chargers. For greater domestic value addition, we are withdrawing a few exemptions on parts of chargers and sub-parts of mobiles. Further, some parts of mobiles will move from ‘nil’ rate to a moderate 2.5%. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,289.       Iron and Steel,,,,,
2021-22,Nirmala Sitharaman,"290.        MSMEs and other user industries have been severely hit by a recent sharp rise in iron and steel prices.  Therefore, we are reducing Customs duty uniformly to 7.5% on semis, flat, and long products of non-alloy, alloy, and stainless steels. To provide relief to metal re-cyclers, mostly MSMEs, I am exempting duty on steel scrap for a period up to 31st March, 2022.  Further, I am also revoking ADD and CVD on certain steel products. Also, to provide relief to copper recyclers, I am reducing duty on copper scrap from 5% to 2.5%.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,291.       Textile,,,,,
2021-22,Nirmala Sitharaman,"292.        The Textiles Sector generates employment and contributes significantly to the economy. There is a need to rationalize duties on raw material inputs to manmade textiles.  We are now bringing nylon chain on par with polyester and other man-made fibers. We are uniformly reducing the BCD rates on caprolactam, nylon chips and nylon fiber& yarn to 5%. This will help the textile industry, MSMEs, and exports, too.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,293.       Chemicals ,,,,,
2021-22,Nirmala Sitharaman,"294.        We have calibrated customs duty rates on chemicals to encourage domestic value addition and to remove inversions.  Apart from other items, we are reducing customs duty on Naptha to 2.5% to correct inversion.",,,,,
2021-22,Nirmala Sitharaman,295.       Gold and Silver,,,,,
2021-22,Nirmala Sitharaman,"296.        Gold and silver presently attract a basic customs duty of 12.5%. Since the duty was raised from 10% in July 2019, prices of precious metals have risen sharply. To bring it closer to previous levels, we are rationalizing custom duty on gold and silver. ",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,297.       Renewable Energy,,,,,
2021-22,Nirmala Sitharaman,"298.        In Part A, we have already acknowledged that solar energy has huge promise for India. To build up domestic capacity, we will notify a phased manufacturing plan for solar cells and solar panels. At present, to encourage domestic production, we are raising duty on solar invertors from 5% to 20%, and on solar lanterns from 5% to 15%.",,,,,
2021-22,Nirmala Sitharaman,,,,,,
2021-22,Nirmala Sitharaman,299.       Capital Equipment and Auto Parts,,,,,
2021-22,Nirmala Sitharaman,"300.        There is immense potential in manufacturing heavy capital equipment domestically. We will comprehensively review the rate structure in due course. However, we are revising duty rates on certain items immediately.  We propose to withdraw exemptions on tunnel boring machine. It will attract a customs duty of 7.5%; and its parts a duty of 2.5%. We are raising customs duty on certain auto parts to 15% to bring them on par with general rate on auto parts. ",,,,,
2021-22,Nirmala Sitharaman,301.       MSME Products,,,,,
